well,dt,cutoff_init,cutoff,cutoff_ci_95_l,cutoff_ci_95_r,alpha,alpha_ci_lower,alpha_ci_upper,gamma,gamma_std,k_gtlf,c_gtlf,std,variance,skewness,excess_kurtosis,msd,msd_exp,r2,n_samples
356-U1462A,10,5.584917831278137,9.11427562743307,8.338592595311106,9.50211714349405,0.8110552763819094,0.7849246231155778,0.837185929648241,0.1598759646766063,0.0838539093181961,1.922192477617469,1.1643498510065222,3.5382272789872187,12.519052277769298,-0.0254169519158604,0.9760840813955004,12.516601885857424,1.2120357102675747,0.9876182067279872,5109
356-U1462A,20,5.849837144538146,8.128836198764464,7.598694707540695,8.835691520396157,0.7710552763819094,0.7509547738693465,0.7911557788944722,0.0884805764998597,0.1035867882603553,3.916148983668806,1.189948951590296,4.0037254088696255,16.02981714962825,-0.022312649349289,1.17452022608986,16.026673431811105,1.0506824777839994,0.9548589105287532,5099
356-U1462A,50,6.366338626948119,8.506135776561237,7.85181763990268,8.996874379055154,0.8540703517587938,0.826934673366834,0.8812060301507536,0.0405195266319648,0.0895659632633271,4.34773949000131,1.1675978469611934,4.257196998625959,18.123726285109875,0.1684978152732615,1.260615164971064,18.120150880437333,0.8239785973363447,0.8738480265862336,5069
356-U1462A,100,6.798591153616258,9.241834849447102,8.625712526150629,10.063331280509066,0.9130653266331658,0.8829145728643215,0.94321608040201,0.0225988629761707,0.0896982628566276,4.586178746370814,1.15167505628403,4.530111361094266,20.521908943915346,0.2413538214350057,1.7298566608844128,20.51782009973445,0.6790031642016128,0.8243466290234637,5019
356-U1462A,250,8.60599316081331,11.056310657989322,10.614058231669748,11.71968929746868,1.1965829145728644,1.1212060301507538,1.271959798994975,0.0130197045540285,0.0337197639216264,2.5166862300847903,1.1230775304449614,4.774226805939212,22.79324159454853,0.4470585728082772,1.1145570184228335,22.78856029621324,0.5564438445364388,0.7744894031452599,4869
356-U1462A,500,9.18043048278848,11.086644867756366,10.143100623691994,11.558416989788553,1.1956783919597989,1.131356783919598,1.26,0.0084830474631007,0.0797110689423302,2.179346694323952,1.183145965509422,5.232315839019738,27.377129039256825,0.3311637025323072,0.2287567933190133,27.37120197083525,0.4847989424716522,0.759598940300369,4619
356-U1462A,1000,8.325469312940035,8.993241330748766,8.28788906951357,9.522255526675163,1.194673366834171,1.1293467336683418,1.26,0.0051933336690494,0.0865931439835601,3.42326603572829,1.2862527848500618,5.659472974027676,32.02963434374967,0.2001610323451391,-0.040045772526299,32.021858273260776,0.4360248230627555,0.7576626178311757,4119
356-U1463B,1,1.786585814853925,2.111645178389848,1.836213198599868,2.3411718282148315,0.6849246231155776,0.6728643216080399,0.6969849246231152,0.5658201468789688,0.0993059249947351,1.3572860859721152,1.2568321574365349,1.1141348447193118,1.241296452217725,-0.135634517210558,2.187515648620192,1.24085952984806,,,2841
356-U1463B,3,4.200500880591759,5.963836146090175,5.202495361482919,6.725176930697431,0.6240201005025121,0.60894472361809,0.6390954773869343,0.3432555196414151,0.1073715269956868,3.007376535238777,1.2280850062733393,2.6968494852823586,7.272997146267722,-0.1018941673646153,2.269369520588018,7.270435329731525,1.609313749321772,1.0,2839
356-U1463B,8,8.14151637261821,11.559257099873562,10.329548897759354,12.788965301987773,0.5960804020100499,0.583015075376884,0.6091457286432157,0.1784904708063161,0.1222853689885664,3.786065408037629,1.2108579463483988,4.555948293631023,20.756664854239435,0.0969704566084954,1.716573200048682,20.74934069585756,1.359628339076805,0.987129059061553,2834
356-U1463B,10,8.634106073446333,11.476165989289084,10.432878172080985,13.041097715101232,0.6060301507537684,0.5929648241206027,0.6190954773869343,0.1505700305306875,0.1140608416630715,5.364795264296464,1.2019409863975,5.00552836281532,25.055314190948614,0.0685804172266542,1.9055490596279323,25.046466975485718,1.2996895587998771,0.9869104055038312,2832
356-U1463B,20,8.782193905031894,11.93829483965273,10.3465221943657,14.060658366702103,0.5930653266331655,0.5810050251256278,0.6051256281407031,0.0842309086639639,0.1206735377379488,7.348425811102248,1.2092117159314473,5.770029218088491,33.29323717759489,-0.3765560747483008,1.8934857159104488,33.28143943231579,1.1272641387336235,0.9545992105438864,2822
356-U1463B,50,10.61600519340974,13.911390138864014,12.274756004880013,15.548024272848014,0.590050251256281,0.5769849246231151,0.6031155778894468,0.0364904955070747,0.1312910447807716,8.618167490549355,1.2010788001574344,6.750856195257121,45.57405936904146,-0.4750326446493517,2.0208046309494634,45.557736281874895,0.9196292938733064,0.9021580531574848,2792
356-U1463B,100,11.911673960612694,14.078936861779724,12.548617637673232,16.221383775528814,0.5871356783919593,0.5750753768844217,0.599195979899497,0.0205046878552456,0.1412214115678066,13.007060940457588,1.198735659654738,7.974836884387933,63.59802333259424,-0.71477231493181,2.1553049454283717,63.574829305120645,0.8020373922282241,0.8870991614932957,2742
356-U1463B,250,20.085375964506174,36.26526215813615,29.98858216922797,36.96267104579262,0.6270351758793966,0.6129648241206027,0.6411055276381906,0.0104995878686152,0.1498205976379158,1.823884445820443,1.1532633134895849,10.801733594333529,116.67744864295354,-0.712610614316364,1.3000557103901,116.63243419517462,0.7362841087528699,0.8997647794139592,2592
356-U1463B,500,35.414133347566185,33.75409584689902,32.25391380925907,36.00436890335896,1.2853266331658293,1.1848241206030152,1.3858291457286434,0.0328746502227735,0.0479395854686802,2.780595233434896,1.2652911884859672,14.404279774007422,207.48327580787927,-0.9091864666139572,0.3637295864324494,207.39468346124917,0.7134322103929271,0.9218061918533328,2342
356-U1463B,1000,33.04511813246471,35.695611982672816,32.895956140894555,36.39552594311738,1.2285427135678393,1.14713567839196,1.3099497487437186,0.0112116457344357,0.0302594643485226,3.1433437741524903,1.1455326257809153,13.389271226650122,179.27258398080085,-1.2813451062518386,0.9995941622013044,179.1752590166419,0.6555767020004747,0.9136238781359666,1842
356-U1464C,1,1.1841977147520923,1.6455414077909285,1.3593602933925062,1.895949882889548,0.94,0.9088442211055276,0.9711557788944724,0.5018283293148557,0.0982949567232942,1.2806742106363818,1.158102878644597,0.9274795722437612,0.8602183569294705,-0.0349708324683082,2.9055096308384147,0.8600428379829435,,,4901
356-U1464C,3,2.225880955297,3.160287231322719,2.689606154317208,3.49648800061237,0.9821105527638192,0.9368844221105528,1.0273366834170854,0.2998026616425102,0.0764545888281804,3.166509853711273,1.1235480150523052,1.836144245958565,3.371425691966748,0.0248781156645039,4.267361468307261,3.3707375054609363,1.2432999869269357,1.0,4899
356-U1464C,8,4.58014196975889,6.001894372871546,5.178104949144079,7.061052203378289,1.105427135678392,1.0390954773869348,1.1717587939698493,0.1858660814614467,0.0546721738617481,5.156464460904292,1.0846739089306354,2.9895644435375623,8.937495562064054,-0.0199812392377911,4.002281077977149,8.935669347196448,1.128042100560265,0.9959799475057444,4894
356-U1464C,10,3.9735992845461983,6.00179058603332,5.041504092267989,6.962077079798652,0.913065326633166,0.8728643216080402,0.9532663316582914,0.1508989422503356,0.0989370081749567,5.769719754707446,1.1287246267585125,3.3151026798148653,10.989905777715702,-0.0646780496741704,3.83143844828475,10.98765927203751,1.1026662966770862,0.9962742808669416,4892
356-U1464C,20,5.523650184350677,14.873578881819268,11.70898763036836,16.455874507544724,0.955075376884422,0.918894472361809,0.9912562814070351,0.0792740626007136,0.0709433761772955,2.383211055484588,1.0718160574038702,3.855697834451914,14.86640579059718,-0.1218622041071569,4.570939334169162,14.863360643978869,0.9815641382043392,0.973884288158302,4882
356-U1464C,50,7.012591034624898,12.418129957148258,11.200666235859211,13.635593678437305,0.9901507537688442,0.9509547738693468,1.0293467336683415,0.0339752793494945,0.075449371346826,3.710439787279286,1.0766069576476145,3.9947249283009607,15.957827252789116,0.2072191141055007,4.156652891818395,15.954538335383347,0.7730185670107058,0.8918163963087792,4852
356-U1464C,100,10.72995853810912,15.558439880258224,14.26190322357004,16.85497653694641,0.9941708542713568,0.9549748743718594,1.0333668341708542,0.0182085134092985,0.0596955453894991,4.930992360803192,1.0635558969685717,4.859721830201721,23.616896266939165,-0.0380691916142509,4.473020195506174,23.61197812944085,0.6782886365743794,0.8823704187941133,4802
356-U1464C,250,18.42422407566638,22.72320969332187,21.30300908748925,23.67001009721028,0.9560804020100502,0.9209045226130652,0.9912562814070351,0.0087801959250852,0.0555008477179105,3.92900706211428,1.0642504553870504,6.6738514236692845,44.54029282521254,-0.4946413490123337,3.1975314025453594,44.53071838565424,0.6387278407126868,0.906191463775017,4652
